	en	ru	label	bicleaner	laser	labse
85	Mr. Victor G. Batiouk	Г-н Виктор Г. Батюк	1	0.414	0.9602460861206055	0.9387707114219666
86	The revised subsidiary structure and the new thematic orientation of the Commission have necessitated readjustments in the approved work programme to address emerging issues, including those confronting the transitional economies.	Пересмотренная структура вспомогательных органов и новая тематическая ориентация Комиссии обусловили необходимость реорганизации утвержденной программы работы для решения новых вопросов, в том числе проблем, с которыми сталкиваются страны с переходной экономикой.	1	0.934	0.937268853187561	0.8319834470748901
87	The Albanian Foreign Ministry regards this act as a provocative and premeditated one, that could be predicted following previous statements by the Greek authorities about their so-called concern as to whether the Orthodox Easter would be normally observed in Albania.	Министерство иностранных дел Албании расценивает эту акцию как провокационное и преднамеренное действие, которое можно было предвидеть на основе предыдущих заявлений греческих властей относительно их так называемого беспокойства по поводу нормального хода проведения православной пасхи в Албании.	1	0.802	0.9452818632125854	0.8508318066596985
88	"On instruction from our respective Governments, we have the honour to request you, pursuant to rule 13 of the rules of procedure of the General Assembly, to include an item in the agenda of the forty-ninth session of the General Assembly entitled ""Consideration of the exceptional situation of the Republic of China in Taiwan in the international context, based on the principle of universality and in accordance with the established model of parallel representation of divided countries at the United Nations""."	"По поручению наших соответствующих правительств имеем честь просить Вас включить в повестку дня сорок девятой сессии Генеральной Ассамблеи согласно правилу 13 правил процедуры Генеральной Ассамблеи пункт, озаглавленный ""Рассмотрение вопроса об особом положении Китайской Республики на Тайване в международном контексте на основе принципа универсальности и в соответствии со сложившейся практикой параллельного представительства разделенных стран в Организации Объединенных Наций""."	1	0.906	0.9638863205909729	0.8716049194335938
89	The Group had also recommended that the Board approve the calendar for the remainder of 1994 and the indicative calendar for 1995 for planning purposes.	Группа также рекомендовала Совету утвердить расписание совещаний на оставшуюся часть 1994 года и составить предварительное расписание совещаний на 1995 год в целях планирования своей работы.	1	0.688	0.8926483392715454	0.8723978996276855
90	The practice of inviting experts should be continued.	Следует продолжить практику приглашения экспертов.	1	0.83	0.9493709802627563	0.9232438802719116
91	212. One reason was the link between receivables financing and factoring.	212. Одна из причин заключается в связи между финансированием дебиторской задолженности и факторингом.	1	0.87	0.9150316119194031	0.9047982096672058
92	The internationalization of the processes of the acquisition and practical application of new knowledge must be maintained and strengthened.	Необходимо сохранить и укрепить интернационализацию процессов получения и практического использования новых знаний.	1	0.68	0.9298310279846191	0.8802191019058228
93	45. COMMUNICATION FROM BRAZIL .	45. СООБЩЕНИЕ, ПОЛУЧЕННОЕ ОТ БРАЗИЛИИ	1	0.642	0.9107474684715271	0.7788025140762329
94	"Development of numerous ""white elephants"" with little, if any, dynamic linkages with the rest of the economy can be cited in this respect. 20/"	"В этой связи можно упомянуть о создании большого числа дорогостоящих неокупающихся предприятий, не имевших практически никаких связей с остальными секторами экономики См. ""Trade and industrial policy for sustainable resource-based development: policy issues, achievements and prospects"", UNCTAD, Geneva, 1994 (UNCTAD/COM/33)."	-1	0.36	0.7021585702896118	0.5869027376174927
95	We support the renewed efforts to resolve the nuclear issue of the Democratic People's Republic of Korea through dialogue and we stress the importance of the Democratic People's Republic of Korea's ensuring the continuity of IAEA safeguards and maintaining the freeze on its nuclear programme, including not reprocessing spent fuel or reloading its nuclear reactors.	Мы поддерживаем предпринимаемые с новой силой усилия по урегулированию ядерного вопроса Корейской Народно-Демократической Республики путем диалога и подчеркиваем важность обеспечения Корейской Народно-Демократической Республикой непрерывности действия гарантий МАГАТЭ и сохранения моратория на ее ядерную программу, в том числе на деятельность по регенерации отработанного топлива или перезарядке ее ядерных реакторов.	1	0.85	0.9505437016487122	0.8580321669578552
96	In addition to the above, position papers and seminars will be organized on two special issues of direct relevance to the Conference, one on financing shelter and urban development and one on land.	В дополнение к вышеизложенному будет организована подготовка документов с изложением позиций и семинаров по двум специальным вопросам, имеющим непосредственное отношение к Конференции: по финансированию жилья и городскому развитию и по земле.	1	0.916	0.9483767747879028	0.8691861629486084
97	The attacks took place within minutes of each other and caused five minor injuries.	Нападения произошли с интервалами в несколько минут, в результате них пять человек получили незначительные травмы.	1	0.78	0.8739798665046692	0.8711126446723938
98	They recognize imbalances and disparities are a root cause of extremism which thrives on poverty and unemployment and the degradation of human dignity.	Они признают несбалансированность и диспропорции в качестве коренной причины экстремизма, основанного на нищете и безработице и деградации человеческого достоинства.	1	0.894	0.956322193145752	0.8364084362983704
99	This has made it essential to continue to exercise strict cost-saving measures to ensure that the costs for the headquarters remain at a minimum.	Это обстоятельство делает крайне необходимым и впредь принимать строгие меры по экономии средств в целях обеспечения того, чтобы затраты на штаб-квартиру оставались минимальными.	1	0.818	0.9429268836975098	0.8418598175048828
100	"116. The approach adopted within UNIDO and by the United Nations system as a whole to promoting the integration of women in development has been termed ""mainstreaming""."	"116. Принятый в рамках ЮНИДО, а также в системе Организации Объединенных Наций подход, направленный на содействие вовлечению женщин в процесс развития, получил название ""вовлечение в основное русло развития""."	1	0.81	0.9138209819793701	0.8783020377159119
101	As regards norms to regulate the overhead costs of implementing partners, a draft revision to the appropriate section of chapter 4 of the UNHCR Manual has been finalized and, at the time of writing, was awaiting signature.	Что касается норм, регулирующих накладные расходы партнеров-исполнителей, то был окончательно доработан и на момент составления настоящего доклада находился в стадии подписания проект изменений, подлежащих внесению в соответствующий раздел главы 4 руководства УВКБ.	1	0.876	0.8793190121650696	0.8447120189666748
102	According to the International Committee of the Red Cross (ICRC), more than 800 people per month are killed by land-mines, most of them innocent civilians, and thousands more are maimed.	По данным Международного комитета Красного Креста (МККК), ежемесячно от взрывов наземных мин погибают более 800 человек, преимущественно мирных жителей, а тысячи людей становятся инвалидами.	1	0.92	0.9062179923057556	0.8800818920135498
103	Medical supplies 500.0 -	Медицинские принадлежности	1	0.554	0.8636757135391235	0.6376106142997742
104	She noted that suggestion 4 of the Committee had been a useful tool in drawing up the resolution elaborated by the Commission on the Status of Women for the Conference, and she supported the efforts of non-governmental organizations in amending the final document of the Conference.	Она отметила, что предложение 4 оказалось полезным при подготовке Комиссией по положению женщин резолюции о Конференции, и высказалась в поддержку усилий неправительственных организаций, направленных на внесение поправок в заключительный документ Конференции.	1	0.884	0.9318292140960693	0.8756365180015564
105	819. After consultations among members belonging to the regional groups concerned, the Committee decided that the pre-session working group for the fourteenth session should consist of the following members and alternates:	819. После консультаций между членами Комитета, входящими в соответствующие региональные группы, Комитет постановил, что в состав предсессионной рабочей группы для подготовки четырнадцатой сессии будут входить следующие члены и их заместители:	1	0.816	0.9531752467155457	0.9226242303848267
106	6.1 In a submission dated 11 February 1993, the State party reiterates that it considers the communication inadmissible on the ground of non-exhaustion of domestic remedies.	6.1 В своем представлении от 11 февраля 1993 года государство-участник вновь заявляет о том, что оно считает сообщение неприемлемым ввиду того, что не были исчерпаны внутренние средства правовой защиты.	1	0.496	0.9504511952400208	0.8579731583595276
107	64. The UNICEF country programme approach can be grouped in four areas of the Programme of Action (management of wastes, freshwater resources, national capacity-building and human resource development), with some ad hoc and advocacy activities in other areas.	64. Применяемый ЮНИСЕФ в рамках страновых программ подход может быть разбит на четыре направления деятельности, отраженных в Программе действий (организация ликвидации отходов, пресноводные ресурсы, создание национального потенциала и развитие людских ресурсов) и характеризующихся некоторыми специальными и пропагандистскими мероприятиями в других областях деятельности.	1	0.748	0.9454913139343262	0.8841424584388733
108	The Security Council has obviously responded to tactical moves by those responsible for the initiation and prosecution of aggression and genocide against the Republic of Bosnia and Herzegovina; overlooked the Serb rejection of the five-nation peace plan; and disregarded the views of the international community particularly of the States members of OIC on this issue.	Совет Безопасности явно отреагировал на тактические уловки тех, кто несет ответственность за развязывание и осуществление агрессии и геноцида против Республики Боснии и Герцеговины; проигнорировал то обстоятельство, что сербы отвергли мирный план, предложенный пятью странами, и не прислушался к мнениям международного сообщества, особенно государств - членов ОИК, по этому вопросу.	1	0.896	0.9570298194885254	0.8555484414100647
109	It merely indicates general linkages drawn between population and development.	В ней лишь показаны общие взаимосвязи, существующие между народонаселением и развитием.	1	0.398	0.9333703517913818	0.8973300457000732
110	Computer operations and electronic data-processing systems	Использование компьютеров и систем электронной обработки данных	1	0.588	0.9351864457130432	0.8316121101379395
111	Excess of income over expenditure	Превышение поступлений над расходами	1	0.624	0.9711383581161499	0.8780593872070312
112	(a) The accounts are maintained in accordance with the Financial Regulations of the United Nations as adopted by the General Assembly, the rules formulated by the Secretary-General as required under the regulations, including the Financial Rules of the Fund of the United Nations Environment Programme, specific decisions of the Governing Council of UNEP and administrative issuances, and in conformity with generally accepted accounting principles.	а) счета ведутся в соответствии с Финансовыми положениями Организации Объединенных Наций, утвержденными Генеральной Ассамблеей, правилами, разработанными Генеральным секретарем на основе требований этих положений, включая финансовые правила Фонда Программы Организации Объединенных Наций по окружающей среде, конкретными решениями Совета управляющих ЮНЕП и административными инструкциями, а также в соответствии с общепринятыми принципами бухгалтерского учета.	1	0.914	0.9651980400085449	0.9213351607322693
113	"""Mr. Dibaj is currently released from the custody and awaiting trial."""	"В настоящее время г-н Дибадж освобожден из-под стражи и ожидает суда""."	1	0.612	0.9382300972938538	0.8773323893547058
114	Statements that have been made in this regard by some officials, including the Foreign Minister of Israel, have indicated that the draft treaty includes language on a Jordanian role with regard to the holy sites of Jerusalem, similar to the language used in the Washington Declaration of 25 July 1994, to which we have objected (A/49/288-S/1994/903).	Заявления, сделанные в этой связи рядом официальных лиц, включая министра иностранных дел Израиля, свидетельствуют о том, что проект договора включает формулировку о роли Иордании в отношении святых мест в Иерусалиме, аналогичную формулировке, которая использовалась в Вашингтонской декларации от 25 июля 1994 года, против которой мы возражали (А/49/288-S/1994/903).	1	0.868	0.974730372428894	0.8456352353096008
115	Once trained, the beneficiaries would have access to credit amounting to the equivalent of US$ 2,300 with a five-year term and a rate of interest of 14 per cent.	По окончании обучения бенефициары получат доступ к кредитам на сумму, эквивалентную 2300 долл. США, на пятилетний срок со ставкой 14 процентов.	1	0.798	0.9188164472579956	0.8678622841835022
116	92. The expected launching of three international decades relating to human rights issues in December 1994 - the International Decade of the World's Indigenous People, the Third Decade to Combat Racism and Racial Discrimination, and the proposed Decade for Human Rights Education - offer further opportunities to generate awareness and understanding of human rights issues.	92. Планируемое на декабрь 1994 года объявление о начале трех международных десятилетий, связанных с правами человека, - Международного десятилетия коренных народов мира, третьего Десятилетия борьбы с расизмом и расовой дискриминацией и предлагаемого Десятилетия пропаганды прав человека - открывает дальнейшие возможности для повышения осведомленности о правах человека и их понимания.	1	0.858	0.9593344330787659	0.8738744258880615
117	"Although reports indicate that most of the hostages were later released (after allegedly having been used as human shields and porters), 19 of those taken hostage are still believed to be detained."""	"Хотя в сообщениях указывается, что большая часть беженцев впоследствии была освобождена (после того, как, по утверждениям, их использовали в качестве ""живых щитов"" и носильщиков), как представляется, 19 человек из числа взятых заложников по-прежнему находятся в задержании""."	1	0.832	0.9462972283363342	0.8967009782791138
118	177. The claim paid on behalf of seven staff members sampled who used the same authorized itinerary for home leave and education grant travel in 1991/92 amounted to $44,611, while the amount claimed by the same staff members for the same authorized route in 1993 was $30,418, a saving of $14,194 (31.8 per cent) to UNIFIL.	177. Требование, оплаченное от имени семи сотрудников, взятых на выборочной основе, которые использовали один и тот же санкционированный маршрут для поездки в отпуск на родину и проезда детей, обучающихся за пределами места службы родителей, в 1991/92 году, составило 44 611 долл. США, в то время как сумма, на которую поступило требование от тех же сотрудников в связи с тем же санкционированным маршрутом в 1993 году, составила 30 418 долл. США, что представляет собой экономию	1	0.568	0.9128994941711426	0.8391522765159607
119	Recalling the establishment of the Commission of Experts pursuant to Security Council resolution 935 (1994) of 1 July 1994 to report on grave violations of international humanitarian law in Rwanda,	напоминая об учреждении Комиссии экспертов во исполнение резолюции 935 (1994) Совета Безопасности от 1 июля 1994 года в целях представления доклада о серьезных нарушениях международного гуманитарного права в Руанде,	1	0.828	0.9798241853713989	0.9165282845497131
120	(a) Report of the Special Committee on Peace-keeping Operations (A/49/136);	а) доклад Специального комитета по операциям по поддержанию мира (A/49/136);	1	0.69	0.9918551445007324	0.952724039554596
121	This problem was resolved by recruiting more enumerators from the Albanian community and instructing them to be present also in the villages of Macedonian majority belonging to municipalities of mixed ethnic composition.	Эта проблема была разрешена путем набора дополнительного числа счетчиков из албанской общины, которые были проинструктированы проводить перепись в деревнях, заселенных преимущественно македонцами и входящих в состав муниципалитетов с этнически смешанным населением.	1	0.66	0.9071953892707825	0.8908070921897888
122	In the ultimate analysis, the Committee believes that a policy decision is required by the General Assembly to resolve the issue.	Комитет считает, что в конечном счете для решения этого вопроса необходимо директивное решение Генеральной Ассамблеи.	1	0.608	0.876858115196228	0.776822030544281
123	Key to the ongoing effort to strengthen the United Nations as the centre of an effective multilateral development system is the revitalization of the Economic and Social Council to fulfil the role envisaged for it under the Charter.	43. Решающее значение для текущих усилий по укреплению Организации Объединенных Наций как центра эффективной многосторонней системы развития имеет активизация деятельности Экономического и Социального Совета по реализации его функций, предусмотренных в Уставе.	1	0.776	0.900053858757019	0.7865657210350037
124	11. On 8 September 1993, security forces captured in the Nuseirat refugee camp a Fatah Hawk gang headed by the Hawk commander for central and southern Gaza. (Ha'aretz, Jerusalem Post, 9 September 1993)	"11. 8 сентября 1993 года силы безопасности захватили в лагере беженцев в Нусейрате группу ""Ястребы Фатха"" во главе с командиром группы ""ястребов"" в центральной и южной части сектора Газа. (""Гаарец"", ""Джерузалем пост"", 9 сентября 1993 года)"	1	0.708	0.9331970810890198	0.9137690663337708
125	"It is with anxiety, if not terror, that one listens to and reads what is said and written by the politician Zhirinovsky, who owes his popularity largely to his anti-Semitic utterances to which the international media accord enormous attention."""	"С тревогой, если не сказать с ужасом, мы следим за тем, что говорит и пишет политик Жириновский, чья популярность зиждется во многом на атисемитских ремарках, которым средства массовой информации мира уделяют чрезвычайно много внимания""."	1	0.642	0.902241051197052	0.8502928018569946
126	(c) One of the most significant contributions to the peace process could be high-visibility projects.	с) одним из самых важных вкладов в укрепление мирного процесса могло бы стать осуществление имеющих большой общественный резонанс проектов.	1	0.648	0.857637882232666	0.8392792344093323
127	"""2. Decides to establish, in consultation with Member States, an intergovernmental ad hoc working group of experts to recommend, with a view to expanding South-South cooperation on a global scale, practical modalities and substantive issues to be discussed at the conference and to be taken into account by the Secretary-General in undertaking the above-mentioned report;"	2. постановляет создать в консультации с государствами-членами межправительственную специальную рабочую группу экспертов для выработки рекомендаций, в целях расширения сотрудничества Юг-Юг в глобальном масштабе, относительно практических способов и вопросов существа, подлежащих обсуждению на конференции и принятию во внимание Генеральным секретарем при подготовке вышеупомянутого доклада;	1	0.598	0.9741102457046509	0.8880119919776917
128	Tuesday, 4 October 1994, 3 p.m.	Вторник, 4 октября 1994 года, 15 ч. 00 м.	1	0.38	0.9555413722991943	0.9460907578468323
129	Libya welcomes those steps and expresses the hope that the Maghreb Union will succeed in playing a similar role with its counterpart organizations on the other side of the Mediterranean, beginning with the intensification of contacts and meetings, as well as active dialogue with the institutions concerned, on a basis of equality and common interests in a manner capable of responding to the concept of joint development and the collective responsibility for maintaining peace and strengthening cooperation on the shores of the Mediterranean.	Ливия приветствует эти шаги и выражает надежду на то, что Союз Магриба сумеет играть подобную роль с аналогичными организациями и по другую сторону Средиземного моря, начиная с интенсификации контактов и встреч, а также с активного диалога с заинтересованными институтами, на основе равноправия и общих интересов таким образом, чтобы быть в состоянии поддержать концепцию совместного развития и коллективной ответственности за поддержание мира и укрепление сотрудничества на берегах Средиземного моря.	1	0.876	0.9756147861480713	0.869473934173584
130	In addition to the issue of the composition of the Security Council, other important matters relating to the work of the Council deserve full consideration.	Кроме вопроса о составе Совета Безопасности, подробного рассмотрения заслуживают также и другие важные вопросы, связанные с его деятельностью.	1	0.948	0.9035482406616211	0.9096831679344177
131	For the same reason it was controversial.	По той же причине она вызывала споры.	1	0.788	0.8539810180664062	0.8558149337768555
132	Finally, together with other Latin American countries, we are seeking new ways of cooperating with the European Union.	Наконец, совместно с другими латиноамериканскими государствами мы ищем новые пути сотрудничества с Европейским союзом.	1	0.882	0.955070436000824	0.9099359512329102
133	It also encourages developed countries and international and regional institutions to provide financial and other forms of support for African initiatives.	Кроме того, высказываются призывы в адрес развитых стран и международных финансовых организаций оказывать финансовую и иную поддержку африканским инициативам.	1	0.874	0.9197037220001221	0.8543063998222351
134	Paragraph 101 of the report deals with a point that gives rise to concern.	В пункте 101 доклада отмечается точка зрения, порождающая эту обеспокоенность.	1	0.742	0.8912621140480042	0.8846248984336853
135	We are working to ensure the participation of developed and developing countries, international and non-governmental organizations, academia and the private sector in this effort.	Мы работаем над обеспечением участия в этой работе развитых и развивающихся государств, международных и неправительственных организаций, научных кругов и частного сектора.	1	0.92	0.9377461671829224	0.8906626105308533
136	“vivid fragments of life (...) they are a celebration, in the sea”.	"""яркими фрагментами жизни ... праздником, окруженным морем""."	1	0.682	0.8113253116607666	0.7990122437477112
137	The fundamental objective of addressing the question of population is to improve people's living standards and their quality of life.	Фундаментальная цель решения проблемы народонаселения заключается в повышении благосостояния людей и качественного уровня их жизни.	1	0.838	0.890538215637207	0.880078136920929
138	Let me here draw attention to two specific issues.	Позвольте мне здесь обратить ваше внимание на два конкретных вопроса.	1	0.742	0.9220782518386841	0.9197017550468445
139	One such event took place recently in Cairo: the International Conference on Population and Development, which came to a successful conclusion this past September.	Одно из таких событий недавно произошло в Каире: Международная конференция по народонаселению и развитию, которая успешно завершила свою работу в сентябре этого года.	1	0.846	0.9475499391555786	0.8832617998123169
140	On the one hand, we are gradually bringing about a great change: from conflict to understanding, from bitter division to advancement.	С одной стороны, мы постепенно обеспечиваем важные перемены: от конфликта к пониманию, от разобщенности к прогрессу.	1	0.722	0.9119256734848022	0.8608976006507874
141	Australia is particularly concerned about the situation of civilian groups in Iraq and calls on the Iraqi Government to ensure that all of its citizens enjoy equal human and political rights, in line with Security Council resolution 688 (1991).	Австралия особенно обеспокоена положением гражданских лиц в Ираке и призывает иракское правительство обеспечить, чтобы все его граждане пользовались одинаковыми правами человека и политическими правами в соответствии с резолюцией 688 (1991).	1	0.916	0.9735795855522156	0.8359633088111877
142	The President: We now turn to draft resolution II, which is entitled “Question of New Caledonia”.	"Председатель (говорит по-английски): Переходим к рассмотрению проекта резолюции II, озаглавленного ""Вопрос о Новой Каледонии""."	1	0.916	0.9588587284088135	0.9161179661750793
143	The traditional cooperation of the European Union with many African countries under the Lomé IV agreement is the cornerstone of our efforts in this respect.	Традиционное сотрудничество Европейского союза со многими африканскими странами в рамках Ломейского соглашения IV является краеугольным камнем наших усилий в этой связи.	1	0.956	0.9572888612747192	0.9276321530342102
144	These bonds form the basis of our common efforts to address the evolving political, economic and social challenges facing the region.	Эти связи составляют основу наших общих усилий, направленных на решение возникающих политических, экономических и социальных проблем региона.	1	0.818	0.9399414658546448	0.8526625633239746
145	In paragraph 6 of part II of the report (A/49/803/Add.1), the Fifth Committee recommends to the General Assembly the adoption of one draft resolution, which the Committee adopted without a vote.	В пункте 6 части II доклада (A/49/803/Add.1) Пятый комитет рекомендует принять проект резолюции, принятый Комитетом без голосования.	1	0.57	0.9737080335617065	0.9131022691726685
146	(s) Provision of the required financial and technological assistance and training to achieve conservation and management of living marine resources;	s) оказание необходимой финансовой и технической помощи и подготовка кадров с целью сохранения и регулирования живых ресурсов моря;	1	0.698	0.9572569727897644	0.9068193435668945
147	The Secretary-General of the United Nations has declared 1994 the International Year of the Family.	Генеральный секретарь Организации Объединенных Наций объявил 1994 год Международным годом семьи.	1	0.876	0.9804067611694336	0.8499088883399963
148	As we can see from recent conclusions by an Indonesian academic, Professor George Aditjondro of Salatiga University, the East Timor economy is practically controlled by the three generals who led the invasion of East Timor, Generals Benny Moerdani, Dading Kabualdi and Sahala Rajagukuk.	Как можно видеть из выводов, недавно сделанных индонезийским академиком, профессором Салатигского университета Джорджем Адитджондро, экономика Восточного Тимора практически контролируется тремя генералами, руководящими вторжением в Восточный Тимор, -- генералами Бенни Моердани, Дадингом Кабуалди и Сахалой Раджагукуком.	1	0.964	0.9655122756958008	0.8986392021179199
149	In the area of energy, a focus of the Federal Government's cooperation in the area of development, some 13 billion DM were provided between 1961 and 1993, within the framework of financial cooperation; some 1.1 billion DM were provided within the framework of technological cooperation.	45. В области энергетики, которая является одним из приоритетных направлений сотрудничества федерального правительства в области развития, в рамках финансового сотрудничества в период 1961-1993 годов было выделено около 13 млрд. немецких марок; примерно 1,1 млрд. немецких марок были выделены в рамках технологического сотрудничества.	1	0.766	0.939864993095398	0.7865394949913025
150	II. PUBLIC AWARENESS AND CAPACITY BUILDING ACTIVITIES	II. МЕРЫ ПО ИНФОРМИРОВАНИЮ НАСЕЛЕНИЯ И СОЗДАНИЮ ПОТЕНЦИАЛА	1	0.704	0.9270155429840088	0.7503830194473267
151	FUTURE SESSIONS OF THE GENERAL ASSEMBLY. 39 -	ГЕНЕРАЛЬНОЙ АССАМБЛЕИ . 39 -	-1	0.558	0.8300564289093018	0.6592745184898376
152	looked forward to further discussions at global and regional level on the implementation and development of the registration system.	Вместе с тем необходимо провести дальнейшее обсуждение на глобальном и региональном уровнях вопросов осуществления и создания системы регистрации.	1	0.734	0.8897892236709595	0.7589451670646667
153	Mr. WAGENMAKERS (Netherlands) commended the initiative of the Chairman, which judging from the informal consultations held, seemed to meet with the approval of the majority of delegations.	48. Г-н ВАГЕНМАКЕРС (Нидерланды) выражает признательность Председателю за выдвинутую им инициативу, которая, судя по результатам проведенных неофициальных консультаций, по всей видимости, положительно встречена большинством делегаций.	1	0.702	0.9291702508926392	0.8598173260688782
154	Before concluding, let me say a few words about transparency as a means to promote confidence-building among States and to advance disarmament.	В заключение позвольте мне сказать несколько слов о транспарентности как о средстве укрепления доверия между государствами и содействия разоружению.	1	0.678	0.9544646739959717	0.8008518218994141
155	Developing societies also were confronted with patterns of consumption and production that were detrimental to sustainable development; however, as the Commission itself had recognized, for them, eradicating poverty and meeting basic human needs were overriding priorities.	Развивающиеся страны также сталкиваются с такими структурами потребления и производства, которые отрицательно влияют на устойчивое развитие; однако, как признала сама Комиссия, для них самыми первоочередными задачами являются ликвидация нищеты и удовлетворение основных потребностей людей.	1	0.722	0.9473611116409302	0.8096348643302917
156	It hoped that the system would contribute to the promotion of trade liberalization and the creation of an open and transparent trading system and would facilitate access to the world market of exports from countries in transition.	Она выражает надежду на то, что эта система будет способствовать стимулированию либерализации торговли и созданию открытой и транспарентной системы торговли и облегчит доступ на мировой рынок для экспорта из стран с переходной экономикой.	1	0.892	0.9746108651161194	0.8500033020973206
157	It was therefore crucial to reach an agreement at the Summit for Social Development so that programmes and plans could be laid, and to make commitments to provide the resources necessary to finance them.	Отсюда проистекает важное значение того, чтобы на Всемирной встрече на высшем уровне в интересах социального развития было достигнуто соглашение о разработке программ и планов, а также того, чтобы были приняты обязательства о выделении необходимых ресурсов для их осуществления.	1	0.82	0.9275892376899719	0.8656501173973083
158	They held senior political and diplomatic office, and were also prominent in trade union activity.	Женщины занимают высокие политические и дипломатические посты и играют видную роль в деятельности профсоюзов.	1	0.6	0.8699040412902832	0.727388858795166
159	67. Her delegation reaffirmed its determination to combat all forms of racism and racial discrimination and to cooperate actively with the international community to that end.	67. Турция вновь заявляет о своем стремлении бороться со всеми формами расизма и расовой дискриминации и активно сотрудничать с международным сообществом в этой связи.	1	0.704	0.9500070810317993	0.7818089127540588
160	Mandated by the Security Council, the United Nations Observer Mission in South Africa had helped to defuse tensions and strengthen the peace-building structures set up in national and local bodies by the National Peace Accord.	Миссия Организации Объединенных Наций по наблюдению в Южной Африке, учрежденная Советом Безопасности, способствовала ослаблению напряженности и укреплению механизмов по установлению мира, созданных национальными и местными органами в рамках национального Соглашения об установлении мира.	1	0.85	0.9467747211456299	0.838334858417511
161	38. Kuwait welcomed the Declaration of Principles signed in Washington on 13 September between the Palestine Liberation Organization (PLO) and Israel.	38. Кувейт с удовлетворением отмечает Декларацию принципов, подписанную 13 сентября в Вашингтоне Организацией освобождения Палестины (ООП) и Израилем.	1	0.846	0.9570140838623047	0.8442824482917786
